"spend","Display","Paid Search","Paid Social"
0,0,0,0
4003.6723832505,50.6429792307314,117.907880982451,28.7724788413268
8007.344766501,101.085536385553,235.163376078722,57.2343189803293
12011.0171497515,151.328464644667,351.770094948669,85.3888741914226
16014.689533002,201.372554049226,467.73162727985,113.239462040387
20018.3619162525,251.218591513757,583.051542898032,140.789364275295
24022.034299503,300.867360838534,697.733391877092,168.041827213206
28025.7066827535,350.3196427219,811.780704648297,195.0000621227
32029.379066004,399.57621477255,925.19699210899,221.667245602269
36033.0514492545,448.637851521753,1037.98574573068,248.046519954633
40036.723832505,497.50532443553,1150.1504376665,274.140993557008
44040.3962157555,546.17940192679,1261.69452085813,299.953741227378
48044.068599006,594.66084936741,1372.62142914208,325.487804586814
52047.7409822565,642.950429100271,1482.93457735538,350.746192417882
56051.413365507,691.04890045124,1592.63736144073,375.731881019179
60055.0857487575,738.957019741123,1701.73315855103,400.447814556042
64058.758132008,786.675540297541,1810.22532715335,424.89690540747
68062.4305152585,834.205212466788,1918.11720713233,449.082034509305
72066.102898509,881.546783625625,2025.41211989295,473.006051693701
76069.7752817595,928.700998193035,2132.11336846285,496.671776024933
80073.44766501,975.668597641921,2238.22423759394,520.081996131577
